label	sentence1
娱乐_明星	42岁姚晨素颜健身太卖力 小腿肌肉凸出满脸汗水
时尚_美容	什么牌子的护肤品性价比高 十款真正好用不贵的护肤品排行
体育_NBA	科比逝世两周年：幸好思念无声 否则震耳欲聋
体育_国际足球	大巴黎遭重创！姆巴佩训练被撞伤正接受检查 或缺席欧冠战皇马
时尚_美容	贝嫂也给弄成大厚唇了！观众看完节目狂呼：别再整了
科技_手机	OPPO 联合武汉大学研发的退烧手机壳 散热效果好吗？
汽车_试驾	试驾赛力斯SF5为智选版 高性能加持高智能
娱乐_明星	蔡徐坤工作室应援棒专利获授权 玫瑰花外表印有字母“KUN”
政务_反腐	这个“太平官”，问责当月被免职，2年后落马
体育_国际足球	说到做到 前阿森纳乌克兰后卫卢日尼已经回国参军
科技_手机	OPPO发布150W超级闪充 15分钟充满4500mAh电池
政务_地方	官宣！甘肃逾230个重大建设项目出炉 涉及这些领域
科技_手机	Redmi K50发布：首发天玑8100处理器 内置5500mAh电池售2399元起
政务_地方	江西2021年消费者诉求办结率99.68% 挽回损失9020余万元
科技_数码	高通、NVIDIA都要跑 三星3nm/4nm工艺良率疑似造假：已启动内部调查
娱乐_音乐	苏打绿馨仪二胎得女 透露生产累到边喂奶边打瞌睡
科技_区块链	“萌新”元宇宙落地有多远？史可：面临三大挑战
政务_文旅	北京发布会奖旅游发展举措，北京市会议收入去年已超百亿元
科技_数码	新款AirTag？苹果获得“带锁扣的电子追踪装置”专利授权
时尚_美容	国货真香！实惠又好用的 8 个口碑好物，入手不亏
娱乐_电影	他们在一起，抓马又迷人｜赏色
科技_5G	东数西算启动 5G产业链再受关注
科技_5G	5G/4G专利大战 爱立信试图阻止巴西销售苹果iPhone等产品
科技_区块链	汤加可能在2023年第二季度将比特币作为法定货币
科技_区块链	全球最大特斯拉V3超级充电站将接受狗狗币支付
体育_中国足球	新华社：你永远可以相信中国女足！
政务_文旅	社会力量有望参与文物保护利用
汽车_新车	新款日产聆风官图 外观设计更时尚/提供两种电池版本
时尚_时装	张艺兴破碎感光影大片
政务_政策	财政部详解地方政府债务管理热点问题
政务_政策	十部门联合发文惩治涉枪支、弹药、爆炸物、易燃易爆危险物品犯罪
娱乐_音乐	36岁美国当红歌手出门买饼干 竟莫名遭枪击身亡
时尚_情感	怀念我的前夫：这场俗世的爱恋，预设了开始，却没猜到结局！
政务_发展治理	看外资，持续“加码”彰显中国市场魅力
娱乐_电视	张艺谋解读冬奥会闭幕式：折柳寄情有何深意
体育_NBA	满分设计！女球迷制作篮网全队摇滚版名字，杜兰特和蔡崇信点赞
政务_反腐	中纪委网站刊文解读全国纪检监察机关监督检查审查调查半年报
汽车_行业	汽车两会｜哪吒方运舟关于汽车操作系统建设的建议再“进化”
体育_NBA	身价7亿的56岁皮蓬正式离婚！2段婚姻生8个小孩 小10岁爱妻出轨
娱乐_明星	王力宏李靓蕾离婚案将开庭 针对子女监护展开诉讼
娱乐_电视	《我们的婚姻》热播 全网爆火“状元郎”是安转身成家庭煮夫
时尚_美容	这5支夏季口红太绝了，黄皮涂也是满分好看
体育_中国足球	中国女足7日晚凯旋，将获超1000万元奖金，比男足拿得硬气
科技_车科技	合作车企超80家 OPPO智行正式落地长安欧尚
体育_国际足球	脱欧入亚？俄媒建议俄罗斯队加入亚足联：这里没球队选择罢赛
汽车_新车	分体大灯已成旗舰新标配 宝马i7国内路试谍照曝光
时尚_美容	哪种爽肤水效果好 爽肤水清爽型十大排名推荐
汽车_行业	戈登批判雷诺更脆弱了，“CEO光说不做 ”
科技_数码	居民抢购 俄国内电子产品价格上涨
体育_CBA	知错就改！CBA名帅主动为冲突行为致歉
时尚_美容	65岁刘晓庆摘掉假发与异性劲歌热舞，真实发量曝光，网友表示不敢认
政务_反腐	无锡一落马副市长瞒着组织投资、买房：洛杉矶一套，南京一套
娱乐_电视	《我们的婚姻》今日开播 是安诠释当代模范“全职爸爸”
政务_地方	打造本土千亿级轨道交通产业链 青岛地铁通向春天
娱乐_音乐	歌手马健在北京中山音乐堂献唱《华之未来》
娱乐_电视	凤娱指数｜《嫣语赋》：成于人设，毁于制作
科技_手机	OPPO Find X5 Pro评测：自研NPU芯片加持 开启计算影像新十年
科技_手机	消息称苹果将在3月8日的发布活动中推出新款墨绿色iPhone 13和紫色iPad Air
汽车_新车	轴距更短/越野能力更强 坦克400底盘测试谍照曝光
政务_政策	津冀养老机构部分医疗服务设施或将纳入北京医保
汽车_行业	特斯拉德国工厂将开工 3月22日开始交付Model Y
汽车_新车	新一代宝马1系两厢版最新谍照 有望于2023年下半年亮相
汽车_试驾	“专业”所达不同 试驾全新吉利远景X3 PRO
政务_发展治理	谁是中部非省会第一城？
娱乐_音乐	2021火星演唱会温暖收官 总导演华晨宇尽展音乐诚意与创意
科技_车科技	一周涨3万！特斯拉汽车又涨价了 马斯克回应
汽车_试驾	大胆尝试就对了！试驾星途追风ET-i
汽车_新车	全新MINI COUNTRYMAN假想图曝光 将提供插电混动版本
政务_反腐	“禁令”之下仍有人暗中公款吃喝：大鱼大肉几乎一筷未动
汽车_新车	新款起亚KX3傲跑最新谍照 年内正式亮相
娱乐_音乐	金秋时节 浪漫共赴——首都户外音乐文化品牌载誉归来！
政务_地方	好品山东 | 从两会五大关键词，看奋进的“山东力量”
汽车_导购	2025年的智能汽车什么样？WEY的“摩卡”现在就告诉你！
科技_车科技	35城同时交付！AITO问界M5正式交付：零百4.4秒 续航破千公里
科技_手机	支持5G！华为Mate 40E Pro曝光：麒麟9000L加持
科技_数码	苹果折叠屏Mac渲染图出炉 看样子价格不菲
汽车_试驾	追我还得是GTI 试驾第八代高尔夫GTI
科技_数码	矿难来了？RTX 30系显卡降幅达18%
政务_文旅	刘慈欣“上班摸鱼”？国资小新回应
科技_数码	苹果最便宜5G手机 华为无奈跌倒后苹果却开始“摆烂”了！
体育_中国足球	万达揽大连队20年债务+送16亿元青训基地！欲彻底脱身足球
娱乐_明星	韩红爱心基金会支援吉林 易烊千玺倪妮等明星捐款捐物
科技_数码	消息称Apple Watch 8将有史上最大升级
体育_CBA	开撕！扰乱CBA的女记者抨击周琦 大魔王回应：河南人怎么了？
体育_国际足球	顿涅茨克矿工全队被困基辅酒店 球员ins发声：请为我们祈祷
汽车_试驾	家庭出行新方式 试驾一汽-大众ID.6 CROZZ
时尚_美容	痘印难消，只是你没找对方法
体育_CBA	官方：中国球员李弘权正式加盟东南墨尔本凤凰队
娱乐_明星	因爱吃老坛酸菜面被热议 武艺晒照回应“现在只吃轻食”
汽车_行业	汽车两会 | 王凤英：关注产能利用率、电池安全与车规级芯片
政务_发展治理	两部门发文：严格查处向未成年人售烟违法行为
政务_文旅	今冬明春“冬游西藏”优惠政策发布 3A级以上景区将免费
体育_国际足球	热议国际足联制裁俄罗斯！西班牙支持 名记：对运动员不公平
政务_反腐	通辽市委原书记傅铁钢受审，被控收受超三千万元
汽车_行业	远景动力将成为梅赛德斯-奔驰主要的电池供应商
时尚_时装	三上悠亚解锁新角色！“胶衣cosplay”成潮流新风向？
政务_地方	山东：做好涉疫地区交通出行保障 为重点人员提供必要出行保障
体育_国际足球	乌克兰足球：基辅迪纳摩和顿涅茨克矿工的豪门之路
科技_车科技	车圈呼唤罗永浩
娱乐_音乐	《毛毛镇》海口首演 用萌趣角色为小朋友点燃冰雪运动热情
娱乐_音乐	华晨宇2019演唱会版Here We Are上线 超强力量感rap掀翻舞台
时尚_时装	李易峰俊朗文艺风大片
体育_中国足球	王霜家人谈女足夺冠：落后又逆转说明奇迹是会出现的
政务_反腐	四川一副处级女干部被双开，通报指其生活腐化堕落道德败坏
政务_文旅	工信部将于年底前公布第二批国家工业遗产名单
汽车_行业	港汽车股受重挫 小鹏与理想领跌超15%
政务_发展治理	海南放宽市场准入特别措施 “特”在哪里？
体育_NBA	诺维茨基41号球衣正式退役！天王哽咽泪洒现场 传奇永不褪色
体育_CBA	争议！林书豪被吉林重点盯防 对手直接将其眼睛撞肿
汽车_行业	汽车两会｜陈虹：加快推动智能网联汽车商业化落地，促进国产大算力芯片发展
政务_政策	明确了！不办5G套餐也能用上5G网，这样扣费
体育_CBA	狂丢126分+7年首负天津！北京创近4年防守失分新高
娱乐_音乐	98岁粤剧大师陈笑风逝世 曾搭档粤剧名伶红线女
政务_发展治理	深圳晒账本：财政收入涨幅领跑一线城市 重点加码民生和科技
汽车_试驾	七座家庭车再升舱 试驾比亚迪宋MAX DM-i
科技_数码	国内自研猪芯片量产 小猪一出生就知道长大后是不是好种猪
科技_数码	松下GH6首发评测：5年磨一剑 是大家期待的新视频神机么？
政务_反腐	与黑恶势力成员结“干亲家” 的副市长，受审
体育_中国足球	女足冲冠战关注度空前！登热搜榜+新华社发文 央视留出2小时直播
汽车_行业	特斯拉“刹车门”维权车主：一场维权，打三场官司，一场打两年
体育_国际足球	外媒：切尔西老板身在白俄罗斯 正协助俄乌谈判
政务_发展治理	一批新规4月起实施！事关纳税、买房、工伤保险
时尚_情感	敢自称是「神经病」的天王 只有陈奕迅一个
体育_CBA	恩比德兑现承诺！库里破纪录心态影响全队？赛后追梦格林驳斥
汽车_试驾	北京现代途胜L：坚持做自己的实用SUV
科技_手机	令人悲痛：今天中国安卓市场3000价格段全面失守？
科技_5G	为什么消费者都忘了移动通信有多难？
体育_CBA	人气旺！周琦外出被偶遇，球迷们求合影，成当地吉祥物+话题人物
体育_NBA	哈雷尔这身装扮什么水平？机器人啊这是
时尚_时装	尹浩宇城市绿野大片诠释少年独特魅力
政务_反腐	操控村委会20年35人被抓，严防黑恶宗族势力干扰换届选举
体育_CBA	火了！杨鸣与赵继伟摊手神同步 着装被女球迷直呼太帅
体育_国际足球	波兰致信FIFA：宁放弃进世界杯也不与俄罗斯踢！呼吁其他国家跟上
娱乐_明星	张子枫恋爱后，赵今麦李庚希等00后花旦起飞？
体育_NBA	逆转失败！欧文末节狂砍20分难救主 篮网遭遇11连败
政务_文旅	山东邹城发掘出土一批新莽王朝度量衡铜器
体育_NBA	库里轰22+12加压哨绝杀！勇士大逆转击败火箭
政务_发展治理	31省份“学历”大数据：北京超4成上过大学，广东不到2成
娱乐_电视	《斯文江南》立足江南辐射中华，致敬先贤涵养道德
娱乐_电影	乌克兰战争中的奥斯卡影帝
科技_手机	Redmi K50 Pro配置曝光 搭载天玑8100芯片
娱乐_电影	这一整部电影啊，还不如片尾热血
时尚_美容	美容达人推荐爽肤水排行榜，油皮亲妈,细腻亮肌，平衡水油!
科技_手机	OPPO Find X5 Pro天玑版登顶AI性能和能效榜，搭天玑9000 AI拉满
政务_地方	2025年前湖北金融打造“三个高地”
时尚_情感	李荣浩杨丞琳官宣分开！刚结婚就出意外
体育_NBA	​纪录终结！雄鹿前三节领先首度被逆转 太阳27战全胜领跑
娱乐_电影	《浴血誓言》今日全国上映
汽车_导购	上市爆款新车盘点，长安欧尚X7首月即破万
政务_反腐	赵长青认罪了：2486万，批会员、选理事都是“敛财之道”
体育_CBA	辽篮7连胜！郭艾伦独自加练 赵继伟发文想家 杨鸣剑指冠军
娱乐_明星	宋丹丹徐帆深夜餐厅聚会 两人拉手热聊私交甚好
体育_NBA	官方：76人正式签下小乔丹 后者将身穿9号球衣
科技_数码	小米手环7获多个认证：电池容量翻倍 发布临近
科技_5G	思科排名第一！2021全球服务提供商路由器和交换机市场出现反弹
政务_发展治理	墓地暴利背后：农业生态园变身“公墓”，公益墓地藏百万豪华墓
科技_手机	手机行业内卷之王！国产新机宣布：“闭着眼睛买”
政务_发展治理	数字经济风口之下，福建冲刺“第一”
政务_发展治理	第十八个丰收年！粮食十八连丰的智慧密码
科技_手机	2亿像素后摄！摩托罗拉渲染图泄露：主摄尺寸巨大
娱乐_音乐	汪苏泷2021武汉演唱会启动 “大娱乐家”10月30日正式开唱
科技_手机	行业大佬怎么看Find X5系列的设计？是创新还是打造自己的风格
汽车_行业	比亚迪如何重启腾势？
时尚_美容	最严儿童化妆品法规出台！
娱乐_电影	电影《年少有你》即将上映 看点满满开启全新校园青春喜剧
政务_地方	四川正式核准今年第一批集中式风电项目 总投资107.14亿元
政务_反腐	甘肃一被控受贿超五千万的市委书记忏悔：几千万都没花
政务_政策	跨境贸易投资高水平开放试点出炉 涉及多项改革举措
科技_5G	中国广电5G核心网重庆节点、新疆省级节点建设启动
